state,county,FIPS,year,month,sertxt,permits
47,187,47187,2022,12,All Permits,6
47,187,47187,2022,2,Single Family,9
47,187,47187,2022,2,All Permits,9
47,187,47187,2022,1,Single Family,10
47,187,47187,2022,1,All Permits,10
47,187,47187,2022,7,Single Family,5
47,187,47187,2022,7,All Permits,5
47,187,47187,2022,6,Single Family,10
47,187,47187,2022,6,All Permits,10
47,187,47187,2022,3,Single Family,12
47,187,47187,2022,3,All Permits,12
47,187,47187,2022,5,Single Family,9
47,187,47187,2022,5,All Permits,9
47,187,47187,2022,11,Single Family,2
47,187,47187,2022,11,All Permits,2
47,187,47187,2022,10,Single Family,4
47,187,47187,2022,10,All Permits,4
47,187,47187,2022,9,Single Family,6
47,187,47187,2022,9,All Permits,6
47,187,47187,2022,4,Single Family,12
47,187,47187,2022,4,3 & 4-Unit Multifamily,16
47,187,47187,2022,4,All Multifamily,16
47,187,47187,2022,4,All Permits,28
47,187,47187,2022,8,Single Family,9
47,187,47187,2022,8,All Permits,9
47,187,47187,2022,12,Single Family,4
47,187,47187,2022,12,All Permits,4
47,187,47187,2022,2,Single Family,16
47,187,47187,2022,2,3 & 4-Unit Multifamily,8
47,187,47187,2022,2,All Multifamily,8
47,187,47187,2022,2,All Permits,24
47,187,47187,2022,1,Single Family,11
47,187,47187,2022,1,All Permits,11
47,187,47187,2022,7,Single Family,7
47,187,47187,2022,7,All Permits,7
47,187,47187,2022,6,Single Family,11
47,187,47187,2022,6,All Permits,11
47,187,47187,2022,3,Single Family,9
47,187,47187,2022,3,All Permits,9
47,187,47187,2022,5,Single Family,21
47,187,47187,2022,5,All Permits,21
47,187,47187,2022,11,Single Family,1
47,187,47187,2022,11,All Permits,1
47,187,47187,2022,10,Single Family,3
47,187,47187,2022,10,All Permits,3
47,187,47187,2022,9,Single Family,14
47,187,47187,2022,9,All Permits,14
47,187,47187,2022,4,Single Family,59
47,187,47187,2022,4,All Permits,59
47,187,47187,2022,8,Single Family,3
47,187,47187,2022,8,3 & 4-Unit Multifamily,19
47,187,47187,2022,8,All Multifamily,19
47,187,47187,2022,8,All Permits,22
47,187,47187,2022,12,Single Family,9
47,187,47187,2022,12,All Permits,9
47,187,47187,2022,2,Single Family,46
47,187,47187,2022,2,All Permits,46
47,187,47187,2022,1,Single Family,27
47,187,47187,2022,1,All Permits,27
47,187,47187,2022,7,Single Family,26
47,187,47187,2022,7,All Permits,26
47,187,47187,2022,6,Single Family,18
47,187,47187,2022,6,5+-Unit Multifamily,210
47,187,47187,2022,6,All Multifamily,210
47,187,47187,2022,6,All Permits,228
47,187,47187,2022,3,Single Family,33
47,187,47187,2022,3,All Permits,33
47,187,47187,2022,5,Single Family,26
47,187,47187,2022,5,5+-Unit Multifamily,218
47,187,47187,2022,5,All Multifamily,218
47,187,47187,2022,5,All Permits,244
47,187,47187,2022,11,Single Family,8
47,187,47187,2022,11,All Permits,8
47,187,47187,2022,10,Single Family,8
47,187,47187,2022,10,All Permits,8
47,187,47187,2022,9,Single Family,25
47,187,47187,2022,9,2-Unit Multifamily,92
47,187,47187,2022,9,3 & 4-Unit Multifamily,12
47,187,47187,2022,9,All Multifamily,104
47,187,47187,2022,9,All Permits,129
47,187,47187,2022,4,Single Family,46
47,187,47187,2022,4,All Permits,46
47,187,47187,2022,8,Single Family,37
47,187,47187,2022,8,All Permits,37
47,187,47187,2022,12,Single Family,24
47,187,47187,2022,12,All Permits,24
47,187,47187,2022,2,Single Family,43
47,187,47187,2022,2,All Permits,43
47,187,47187,2022,1,Single Family,41
47,187,47187,2022,1,All Permits,41
47,187,47187,2022,7,Single Family,35
47,187,47187,2022,7,All Permits,35
47,187,47187,2022,6,Single Family,42
47,187,47187,2022,6,All Permits,42
47,187,47187,2022,3,Single Family,51
47,187,47187,2022,3,All Permits,51
47,187,47187,2022,5,Single Family,43
47,187,47187,2022,5,All Permits,43
47,187,47187,2022,11,Single Family,27
47,187,47187,2022,11,All Permits,27
47,187,47187,2022,10,Single Family,31
47,187,47187,2022,10,All Permits,31
47,187,47187,2022,9,Single Family,32
47,187,47187,2022,9,All Permits,32
47,187,47187,2022,4,Single Family,7
47,187,47187,2022,4,All Permits,7
47,187,47187,2022,8,Single Family,5
47,187,47187,2022,8,All Permits,5
47,187,47187,2022,2,Single Family,18
47,187,47187,2022,2,All Permits,18
47,187,47187,2022,1,Single Family,12
47,187,47187,2022,1,All Permits,12
47,187,47187,2022,6,Single Family,25
47,187,47187,2022,6,All Permits,25
47,187,47187,2022,3,Single Family,22
47,187,47187,2022,3,All Permits,22
47,187,47187,2022,5,Single Family,14
47,187,47187,2022,5,All Permits,14
47,187,47187,2022,11,Single Family,3
47,187,47187,2022,11,All Permits,3
47,187,47187,2022,9,Single Family,33
47,187,47187,2022,9,All Permits,33
47,187,47187,2022,4,Single Family,41
47,187,47187,2022,4,All Permits,41
47,187,47187,2022,8,Single Family,56
47,187,47187,2022,8,All Permits,56
47,187,47187,2022,12,Single Family,29
47,187,47187,2022,12,All Permits,29
47,187,47187,2022,2,Single Family,60
47,187,47187,2022,2,All Permits,60
47,187,47187,2022,1,Single Family,64
47,187,47187,2022,1,All Permits,64
47,187,47187,2022,7,Single Family,51
47,187,47187,2022,7,All Permits,51
47,187,47187,2022,6,Single Family,34
47,187,47187,2022,6,All Permits,34
47,187,47187,2022,3,Single Family,71
47,187,47187,2022,3,All Permits,71
47,187,47187,2022,5,Single Family,54
47,187,47187,2022,5,All Permits,54
47,187,47187,2022,11,Single Family,33
47,187,47187,2022,11,All Permits,33
47,187,47187,2022,10,Single Family,45
47,187,47187,2022,10,All Permits,45
47,187,47187,2022,9,Single Family,47
47,187,47187,2022,9,All Permits,47
47,189,47189,2022,4,Single Family,246
47,189,47189,2022,4,All Permits,246
47,189,47189,2022,8,Single Family,88
47,189,47189,2022,8,All Permits,88
47,189,47189,2022,12,Single Family,58
47,189,47189,2022,12,All Permits,58
47,189,47189,2022,2,Single Family,192
47,189,47189,2022,2,All Permits,192
47,189,47189,2022,1,Single Family,120
47,189,47189,2022,1,5+-Unit Multifamily,250
47,189,47189,2022,1,All Multifamily,250
47,189,47189,2022,1,All Permits,370
47,189,47189,2022,7,Single Family,84
47,189,47189,2022,7,All Permits,84
47,189,47189,2022,6,Single Family,109
47,189,47189,2022,6,All Permits,109
47,189,47189,2022,3,Single Family,141
47,189,47189,2022,3,All Permits,141
47,189,47189,2022,5,Single Family,167
47,189,47189,2022,5,All Permits,167
47,189,47189,2022,11,Single Family,63
47,189,47189,2022,11,All Permits,63
47,189,47189,2022,10,Single Family,74
47,189,47189,2022,10,All Permits,74
47,189,47189,2022,9,Single Family,126
47,189,47189,2022,9,All Permits,126
47,189,47189,2022,4,Single Family,30
47,189,47189,2022,4,All Permits,30
47,189,47189,2022,8,Single Family,5
47,189,47189,2022,8,All Permits,5
47,189,47189,2022,12,Single Family,17
47,189,47189,2022,12,All Permits,17
47,189,47189,2022,7,Single Family,1
47,189,47189,2022,7,All Permits,1
47,189,47189,2022,6,Single Family,37
47,189,47189,2022,6,3 & 4-Unit Multifamily,11
47,189,47189,2022,6,5+-Unit Multifamily,5
47,189,47189,2022,6,All Multifamily,16
47,189,47189,2022,6,All Permits,53
47,189,47189,2022,3,Single Family,37
47,189,47189,2022,3,All Permits,37
47,189,47189,2022,11,Single Family,25
47,189,47189,2022,11,All Permits,25
47,189,47189,2022,10,Single Family,1
47,189,47189,2022,10,All Permits,1
47,189,47189,2022,9,Single Family,2
47,189,47189,2022,9,All Permits,2
47,189,47189,2022,4,Single Family,31
47,189,47189,2022,4,All Permits,31
47,189,47189,2022,8,Single Family,25
47,189,47189,2022,8,All Permits,25
47,189,47189,2022,12,Single Family,16
47,189,47189,2022,12,All Permits,16
47,189,47189,2022,2,Single Family,47
47,189,47189,2022,2,All Permits,47
47,189,47189,2022,1,Single Family,41
47,189,47189,2022,1,All Permits,41
47,189,47189,2022,7,Single Family,13
47,189,47189,2022,7,All Permits,13
47,189,47189,2022,6,Single Family,32
47,189,47189,2022,6,All Permits,32
47,189,47189,2022,3,Single Family,44
47,189,47189,2022,3,All Permits,44
47,189,47189,2022,5,Single Family,27
47,189,47189,2022,5,All Permits,27
47,189,47189,2022,11,Single Family,23
47,189,47189,2022,11,All Permits,23
47,189,47189,2022,10,Single Family,60
47,189,47189,2022,10,All Permits,60
47,189,47189,2022,9,Single Family,24
47,189,47189,2022,9,All Permits,24
